country_or_market,observed_market_region_codes,category,raw_brand_variants,normalized_brand_candidate,total_product_count,example_product_names,alias_review_decision,approved_normalized_brand,review_reason,mapping_source
France,FRANCE|DACH,beverages,carrefour classic carrefour,Carrefour Classic,1,Eau minérale naturelle finement pétillante,approve_alias,Carrefour Classic,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE,snacks,carrefour extra,Carrefour Extra,1,Noir noisettes entieres,approve_alias,Carrefour Extra,curated Carrefour private-label mapping,curated_private_label_mapping
China,FRANCE|SOUTHERN_EUROPE,snacks,carrefour carrefour extra,Carrefour Extra,1,Lait noisettes & raisins,approve_alias,Carrefour Extra,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|SOUTHERN_EUROPE|BENELUX,snacks,carrefour carrefour extra,Carrefour Extra,1,Génoises saveur poire,approve_alias,Carrefour Extra,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE,beverages,carrefour carrefour kids,Carrefour Kids,1,Carrefour Kids Eau Minérale Naturelle,approve_alias,Carrefour Kids,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE,snacks,carrefour carrefour kids,Carrefour Kids,1,Carrefour Classic' Magic Eggs Chocolat,approve_alias,Carrefour Kids,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|SOUTHERN_EUROPE,cereals,carrefour kids,Carrefour Kids,1,Miel Numberz - Carrefour Kids,approve_alias,Carrefour Kids,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,snacks,carrefour carrefour original,Carrefour Original,1,Les Palets Recette à la Madeleine,approve_alias,Carrefour Original,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE,beverages,carrefour carrefour original,Carrefour Original,1,SIROP Orgeat,approve_alias,Carrefour Original,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|SOUTHERN_EUROPE,snacks,carrefour original,Carrefour Original,1,Pépites Chocolat Noir,approve_alias,Carrefour Original,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,cereals,carrefour carrefour sensation,Carrefour Sensation,1,Crunchy Chocolat noir intense,approve_alias,Carrefour Sensation,curated Carrefour private-label mapping,curated_private_label_mapping
United States,US_CANADA,dairies,carrefour sensation,Carrefour Sensation,1,Ayran,approve_alias,Carrefour Sensation,curated Carrefour private-label mapping,curated_private_label_mapping
Afghanistan,FRANCE,dairies,carrefour carrefour selection,Carrefour Sélection,1,Dame Blanche,approve_alias,Carrefour Sélection,curated Carrefour private-label mapping,curated_private_label_mapping
Afghanistan,FRANCE,snacks,carrefour carrefour selection groupe carrefour,Carrefour Sélection,1,Tartelette au caramel beurre demi-sel,approve_alias,Carrefour Sélection,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|UK_IE,beverages,carrefour selection carrefour,Carrefour Sélection,1,Espresso Corsé,approve_alias,Carrefour Sélection,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE,beverages,carrefour reflets de france,Reflets de France,1,Floc de Gascogne Appellation d'Origine Contrôlée,approve_alias,Reflets de France,curated Carrefour private-label mapping,curated_private_label_mapping
Canada,US_CANADA|FRANCE|SOUTHERN_EUROPE,snacks,carrefour reflets de france,Reflets de France,1,Palets Bretons Spécialité de Pont-Aven au beurre,approve_alias,Reflets de France,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|DACH,snacks,carrefour reflets de france,Reflets de France,1,Caramel au beurre salé,approve_alias,Reflets de France,curated Carrefour private-label mapping,curated_private_label_mapping
Algeria,BENELUX|FRANCE,beverages,carrefour simpl,Simpl,1,Chicorée-café soluble,approve_alias,Simpl,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,cereals,simpl carrefour,Simpl,1,Pétales de Blé Goût Chocolat,approve_alias,Simpl,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|DACH,dairies,carrefour simpl,Simpl,1,Crème Entière Fluide,approve_alias,Simpl,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|DACH|SOUTHERN_EUROPE,beverages,carrefour simpl,Simpl,1,Dosettes Dolce,approve_alias,Simpl,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|UK_IE,beverages,carrefour simpl,Simpl,1,Jus de citron,approve_alias,Simpl,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE,dairies,danone; danone activia; danone skyr; danone s.a; danone yopro,danone,620,SKYR | Cottage Cheese | Mousse au fromage blanc sur lit de fruits | Danonino | Skyr,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=10
France,FRANCE,dairies,nestle; nestle la laitiere; nestle lindahls; nestle nesquik; nestle yaos; nestle health science; nestle lindahl's; nestle milo; nestle milk pak; nestle nido; nestle nutrition,nestle,452,La Laitiere petit pot de creme cafe | Coffee Whitener Hazelnut Powder | ferme et fondant | Nestlé la laitière crème aux oeufs vanille | Nestlé p'tit onctueux,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=207
France,FRANCE,beverages,coca-cola; coca cola; coca-cola company; coca cola zero; cocacola; coca-cola europacific partners norge as; coca cola company; coca-cola european partners norge a,coca-cola,312,Coca Cola | Soda au Cola Goût Original | Soda au Cola Zéro Sucres | Canette - Champions du monde 98 - Coupe du monde de Football 1998 | Coca Cola ORIGINAL TASTE,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=75
France,FRANCE,snacks,nestle; nestle kit kat; nestle dessert; nestle nesquik; nestle chocapic; nestle crunch; nestle lanvin; nestle nespresso; nestle la laitiere; nestle milo; nestle norge as,nestle,304,La lechera choco-avellana | Kit Kat | Kit Kat Chunky 36g | Galak | KIT KAT THÉ VERT,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=305
France,FRANCE,snacks,lu; lu prince; lu belvita,lu,261,PIM'S | Pépito chocolat au lait | Lulu la barquette | La barquette LULU | Tuiles amandes (aux amandes effilees),defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=13
France,FRANCE,snacks,milka; milka oreo; milka mmmax choco jelly,milka,220,Bonbon au pain d’epices | Mini cookies | Cookies | Muffins Milka | Milka choco muffin,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=3
France,FRANCE,beverages,nestle; nestle nesquik; nestle nespresso; nestle norge; nestle dessert; nestle health energie; nestle health science; nestle milo; nestle la laitiere; nestle nestum; nestle pure life,nestle,192,RICORE | ricore capuccino | Ricore | Nescafé Ricoré | Ricore au lait,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=231
France,FRANCE,beverages,fanta; fanta the coca-cola company coca-cola,fanta,131,Fanta orange | Fanta Apple | Fruit Punch | Fanta Peach | Fanta Cherry,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=1
France,FRANCE,cereals,nestle; nestle chocapic; nestle nesquik; nestle crunch; nestle p'tite cereale; nestle dessert,nestle,131,Milo | Honey nut cheerios | Clusters | chocapic | Chocapic maxi 750G,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=128
United States,US_CANADA,beverages,pepsi; pepsi max; pepsi co,pepsi,111,Diet Pepsi Cola 12 Fluid Ounce Aluminum Can | Diet Pepsi Cola 8 Fluid Ounce Aluminum Can | Cola | Pepsi | Pepsi Cola,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=6
France,FRANCE,beverages,pepsi; pepsi max; pepsi zero,pepsi,94,Pepsi | Pepsi lime | With a splash of mango juice | Pepsi Cola | Pepsi Zero Sugar 710mL,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=3
United States,US_CANADA,snacks,kitkat; kit kat; nestle kitkat,kitkat,84,"Breaking Bones | Sweet And Salty Snack Mix With Kit Kat Minis, Pretzels, Chocolate Wafer Bites, And Honey Roasted Almonds, Sweet And Salty | Kit Kat Miniatures Milk Chocolate Wafer Christmas Candy | Crisp Wafers In White Creme Bars, White Creme | Crisp Wafers In White Creme Miniatures, White",defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,heuristic=15; brand_alias_mapping=1
United States,US_CANADA,beverages,coca-cola; coca cola; coca-cola company; coca cola zero; coca-cola craftea; cocacola,coca-cola,77,Fanta | Coca Cola | Coca-Cola Zero Sugar | Sprite | Razzleberry peace tea,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=12
France,FRANCE|SOUTHERN_EUROPE,dairies,danone; danone activia,danone,75,Le Yoghourt Nature | Activia | Hipro - Saveur myrtille | Oikos fruit de la passion | Iogurte,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=6
France,FRANCE,snacks,mars; mars twix; mars chocolat; mars norge as,mars,67,M & M's | Chewing gum | Mars Minis | Mars minis | Mars Bounty Zartherb,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=10
United Kingdom,UK_IE,beverages,coca-cola; coca cola; coca-cola company; coca-cola european partners norge a; cocacola,coca-cola,66,Coke Zero | Diet Coke | Coke zero | Coca Cola | Fanta Zero Orange 8pk,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=15
United Kingdom,UK_IE,snacks,nestle; nestle kit kat; nestle jungly,nestle,66,kitkat | Lion white | Kitkat Chunky Funky | Zebra Dark&White | Animal bar,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=3
France,FRANCE,snacks,nestle kitkat; kitkat; kit kat; kitkat nestle,kitkat,59,Kit kat cookies crumble | Kit Kat White Crisp Wafers 'N Creme Bar | Kit kat chunky | Kit Kat bites peanut butter | Kit kat,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=38; heuristic=10
United Kingdom,UK_IE,beverages,pepsi; pepsi max; pepsi co,pepsi,51,Pepsi Max | Pepsi max | Diet Pepsi 8pk | Pepsi | pepsi max cherry,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=4
United Kingdom,UK_IE,dairies,danone; danone activia; danone skyr,danone,49,GetPRO Banana Yoghurt | Actimel Immune Support | 0% added sugar 0% fat strawberry Actimel | Actimel Blueberry | Danio Cherry,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=10
United States,US_CANADA,beverages,nestle; nestle health science; nestle nesquik; nestle abuelita,nestle,49,Rich Milk Chocolate Cocoa | Purified drinking water | Dry whole milk | Nesquik imp | Acqua Panna Tuscany,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=9
France,FRANCE|DACH,beverages,coca-cola; coca cola; coca-cola company; coca cola company; coca cola zero; cocacola,coca-cola,45,Original COCA-COLA | Coca Cola light | mezzo mix | 500ml x 6 coca cola | Coca-cola Standard,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=70
France,FRANCE|SOUTHERN_EUROPE,snacks,nestle; nestle crunch; nestle chocapic; nestle extrafino; nestle kit kat; nestle lindahls pro; nestle nesquik,nestle,43,"KITKAT Mini Barre au chocolat au Lait, 200g | Fitness | Golden grahams céréales et lait | Kit Kat | KITKAT Chunky Peanut Butter Wrapper 42g",defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=132
France,FRANCE,snacks,mondelez; mondelez international; mondelez norge as,mondelez,39,Galettes Saint Sauveur Collection LU | Goûters REM Parfum chocolat | Feuilleté doré Collection LU | Carambar caranougat | Krema Festival,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=11
United States,US_CANADA,snacks,mondelez; mondelez international; mondelez int; mondelez international inc,mondelez,37,ritz crackers | Honey maid graham crackers | Nabisco ritz crackers snowflake 1x13.700 oz | Nabisco ritz crackers whole wheat 1x12.9 oz | Mini chocolate chip cookies go-pak imp,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=5
France,FRANCE|SOUTHERN_EUROPE,dairies,nestle; nestle la laitiere; nestle lindahls; nestle nesquik,nestle,37,Nesquik Go!! | Ilovekefir | Fruttolo | fruttolo | Liberals pro morango,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=194
United Kingdom,UK_IE,snacks,mars; mars wrigley; mars twix,mars,35,Skittles | Mini starbursts | Opal Fruits | skittles squishy cloudz | Starbursts,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=3
United Kingdom,UK_IE,dairies,nestle; nestle munch bunch; nestle lindahls; nestle lindahls pro+,nestle,31,Carnation | Lindahls Pro Lemon Cheesecake | 65p Nestle LINDAHLS PROTEIN PUDDING CHOCOLATE BROW | Ideal Original Evaporated Milk | Coffee Mate,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=11
United States,US_CANADA,dairies,danone; danone activia; danone north america,danone,29,Oikos Triple Zero | Hipro yaourt coco | Yaourt aromatisé | Skyr | Dairy Drink,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=2
France,FRANCE|SOUTHERN_EUROPE,cereals,nestle; nestle chocapic; nestle crunch; nestle nesquik; nestle nestum,nestle,29,Fitness energia nutritia | Golden grahams | Frosted shreddies | Nestle Shredded Wheat | Mel,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=113
Belgium,BENELUX|FRANCE,dairies,nestle; nestle la laitiere; nestle nesquik,nestle,29,Yaos - Yaourt à la Grecque Nature au Lait Entier | Yaos | Kvarg Stracciatella | Le Viennois L'Original | Le Viennois café,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=22
United States,US_CANADA,snacks,nestle; nestle toll house; nestle aero,nestle,29,California raisins covered in chocolate | Candy | Bunches of crunchy milk chocolate | Candy bars | Kit kat drumstick,defer_to_top_down_portfolio_mapping,,cluster includes portfolio-brand signal; ownership and brand level need top-down review,brand_alias_mapping=4
