off_brands_raw,off_brand_tokens,legacy_primary_brand,brand_entity_raw,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names
SkinnyPop,skinnypop,skinnypop,skinny pop,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,1,Skinnypop Popcorn White Cheddar
"Simply, Tostitos",simply|tostitos,simply,Tostitos,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Organic Tostitos Yellow Corn Tortilla Chip
SodaStream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Sirop d'origine bioloique
Soda Stream,soda stream,soda stream,SodaStream,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,"Diet caffeine free cola drink mix, cola"
"So organic, Sainsbury's Organic",so organic|sainsburys organic,so organic,sainsburys organic,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,British double cream
Snyder’s of Hanover,snyders of hanover,snyders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Pretzel pieces sour cream & caramelized onion
"Snyders, Snyder's Of Hanover",snyders|snyders of hanover,snyders,snyder's of hanover,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Mini canister pretzels
Snyders of Hanover,snyders of hanover,snyders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Mini Pretzels
"Snyder's, Snyder's Of Hanover",snyders|snyders of hanover,snyders,snyder's of hanover,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,"Snyder's of hanover, pretzel poppers, airy & crunchy pretzel shells, original, original"
Snyder's of Hanover,snyders of hanover,snyders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,France,FRANCE|DACH|US_CANADA,snacks,1,Mini Pretzels
Snyder's of Hanover,snyders of hanover,snyders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Pretzel Pieces - Cheddar Cheese
Snyder's of Hanover,snyders of hanover,snyders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Pretzel Pieces Hot Buffalo Wing
Snyder's Of Hanover,snyders of hanover,snyders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,"Snyder's of hanover, salsa con queso, medium, medium"
Snyder's Of Hanover,snyders of hanover,snyders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,1,"Snyder's of hanover, sourdough hard pretzel pieces, honey mustard & onion, honey mustard & onion"
Snyder's Of Hanover,snyders of hanover,snyders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Pretzel pieces
"Snacking, Yop, Yop mf snacking, Yoplait",snacking|yop|yop mf snacking|yoplait,snacking,yoplait,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Yop Parfum Fraise
"Snack Factory Inc, Snyder's Of Hanover",snack factory inc|snyders of hanover,snack factory inc,snyder's of hanover,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,1,Snyder's Pretzel Crisps Sea Salt & Cracked Pepper
"Smarties, Nestlé",smarties|nestle,smarties,Smarties,top9_portfolio_token_match,France,FRANCE,snacks,1,SMARTIES Bleu edition givrée papier 130g
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,Australia,FRANCE|DACH,beverages,1,sodastream Waters Zeros Orange Mango
"Barista Creations - Nespresso - Nestlé, Nespresso",barista creations nespresso nestle|nespresso,barista creations nespresso nestle,Nespresso,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Caramello Flavoured
"Barcel Usa Llc., Barcel S.A. de C.V., Barcel",barcel usa llc|barcel s a de c v|barcel,barcel usa llc,barcel,existing_company_brand_mapping_token_match,Chile,US_CANADA,snacks,1,Takis original
"Badoit, Danone",badoit|danone,badoit,Badoit,top9_portfolio_token_match,France,FRANCE,beverages,1,Badoit zest citron vert sans sucres
"Babysoif, Lactel, Milumel",babysoif|lactel|milumel,babysoif,lactel,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Babysoif Mes 1ères boissons Fleur d'Oranger
BOOST,boost,boost,Boost,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,ENERGY LEMON & LIME
"BLEDINA, Offre Sucree",bledina|offre sucree,bledina,Blédina,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Blédina Gourdes lactées 4x85g Exotiques/Fruits rouges 10 mois
BIOVILLAGE,biovillage,biovillage,bio village,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Boisson soja calcium
BELVITA,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,Australia,FRANCE,snacks,1,Nabisco Belvita Breakfast Bar Honey & Nut
"BELHAIZE, Delhaize",belhaize|delhaize,belhaize,delhaize,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,CHOCOLATE milk
"BEL, La vache qui rit, Toastinette",bel|la vache qui rit|toastinette,bel,la vache qui rit,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Toastinette originale
"BEL, Boursin, Boursin atartiner/core cheese",bel|boursin|boursin atartiner|core cheese,bel,boursin,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Boursin afh 12p
"BEL, Boursin",bel|boursin,bel,boursin,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Boursin échalotte ciboulette
"Aux caprices de jess, Capri-Sonne, Capri-Sun",aux caprices de jess|capri sonne|capri sun,aux caprices de jess,Capri Sun,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Capri-Sun
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,Australia,BENELUX|FRANCE,beverages,1,Cola Sparkling drink mix
"SodaStream Quick Connect, Sodastream",sodastream quick connect|sodastream,sodastream quick connect,SodaStream,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,CO2 Patrone
"Special K,Kellogg's",special k|kelloggs,special k,kellogg's,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,cereals,1,special K dark chocolate
"Special K,Kellogg's",special k|kelloggs,special k,kellogg's,existing_company_brand_mapping_token_match,Bolivia,US_CANADA,cereals,1,Special K Blueberry
"Special K, Kellogg's",special k|kelloggs,special k,kellogg's,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Kellogg'S Special K Cereal Bars Cranberry Almond 1.16Oz
"Sodiaal, Sodiaal Union, Yoplait",sodiaal|sodiaal union|yoplait,sodiaal,yoplait,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Perle de Lait
"Sodastream, Pepsi",sodastream|pepsi,sodastream,SodaStream,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Pepsi max cherry
Sodastream Industries Ltd.,sodastream industries ltd,sodastream industries ltd,SodaStream,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,"Naturally flavored diet orange drink mix, orange"
Sodastream Classics Sugar Free,sodastream classics sugar free,sodastream classics sugar free,SodaStream,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Red Berries
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,Germany,DACH|US_CANADA,beverages,1,Grapefruit Sirup
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,beverages,1,Concentrato per la preparazione di bibite al gusto Limone
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,France,FRANCE|DACH|US_CANADA,beverages,1,Zitrone
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,France,FRANCE|DACH|NORDICS,beverages,1,7up soda mix sugarfree
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Emmental Français
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,beverages,1,Zitronen-Limetten-Geschmack
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,1,Saveur Grenadine façon diabolo
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,beverages,1,Sirup Cola-Geschmack
Sodastream,sodastream,sodastream,SodaStream,existing_company_brand_mapping_token_match,Australia,FRANCE|DACH|NORDICS,beverages,1,Pepsi Max Soda Mix
"Auchan,Auchan Bio",auchan|auchan bio,auchan,auchan bio,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,Mozzarella
"Sprite, The Coca-Cola Company, Coca-Cola Europacific Partners DE",sprite|the coca cola company|coca cola europacific partners de,sprite,Sprite,top9_portfolio_token_match,Belgium,BENELUX|FRANCE|DACH,beverages,1,"Sprite Zero 1,5L"
"Sprite, The Coca-Cola Company",sprite|the coca cola company,sprite,Sprite,top9_portfolio_token_match,Belgium,BENELUX|FRANCE|DACH|UK_IE,beverages,1,Sprite 330 ml
"Sprite, The Coca Cola Company",sprite|the coca cola company,sprite,Sprite,top9_portfolio_token_match,Denmark,NORDICS|FRANCE,beverages,1,Sprite
"Sprite, Coca-Cola",sprite|coca cola,sprite,Sprite,top9_portfolio_token_match,United States,US_CANADA,beverages,1,Lemon lime soda
"Sprite Zero, The Coca Cola CompanySprite",sprite zero|the coca cola companysprite,sprite zero,Sprite,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,beverages,1,Sprite Zitrone-Limette ohne Zucker
Sprite Zero,sprite zero,sprite zero,Sprite,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Sprite Zero sugar Lemon-Lime
Sprite Zero,sprite zero,sprite zero,Sprite,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Sprite sans sucre
Sprite Zero,sprite zero,sprite zero,Sprite,existing_company_brand_mapping_token_match,Brazil,FRANCE,beverages,1,Sprite Zero
Sprite Chill,sprite chill,sprite chill,Sprite,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Chill
Sprite,sprite,sprite,Sprite,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|UK_IE,beverages,1,Sprite zero azúcar lima-limon
Sprite,sprite,sprite,Sprite,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX,beverages,1,Sprite
Sprite,sprite,sprite,Sprite,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Sprite
Sprite,sprite,sprite,Sprite,existing_company_brand_mapping_token_match,China,FRANCE|DACH,beverages,1,Sprite
Sprite,sprite,sprite,Sprite,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,beverages,1,Sprite
"Special K,Kellogg's, Kellogg, Kelloggs",special k|kelloggs|kellogg,special k,kellogg's,existing_company_brand_mapping_token_match,United States,US_CANADA,cereals,1,Protein Honey almond ancient grains
"Sprite,Cocacola",sprite|cocacola,sprite,Sprite,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Sprite
"Sprite, coca cola",sprite|coca cola,sprite,Sprite,top9_portfolio_token_match,Algeria,FRANCE,beverages,1,Sprite
"Sprite, Zitrone-Limette, Coca-Cola",sprite|zitrone limette|coca cola,sprite,Sprite,top9_portfolio_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,beverages,1,Sprite Zitrone-Limette
"Autres secs, Blédina, Danone",autres secs|bledina|danone,autres secs,Blédina,top9_portfolio_token_match,France,FRANCE,snacks,1,BLEDINA Mon Premier Petit Beurre 133g dès 12 mois
"Autres secs, Blédina, Blédiscuit, Danone",autres secs|bledina|blediscuit|danone,autres secs,Blédina,top9_portfolio_token_match,France,FRANCE,snacks,1,Bledina mon premier boudoir
"Autres secs, Blédina",autres secs|bledina,autres secs,Blédina,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Mon premier petit beurre pépites de chocolat
"AuchanVendome, Vendome",auchanvendome|vendome,auchanvendome,auchan vendome,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Les papillotes lait TATTOO
"Auchan,Auchan Gourmet,Terroir",auchan|auchan gourmet|terroir,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Madeleines pur beurre au sel de Guérande
"Auchan,Auchan Gourmet,Mmm !",auchan|auchan gourmet|mmm,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Mousse chocolat noir aux oeufs
"Auchan,Auchan Gourmet",auchan|auchan gourmet,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX,snacks,1,NOIR SAVEUR POIRE et AMANDES *Pur beurre de cacao
"Auchan,Auchan Gourmet",auchan|auchan gourmet,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Tomme des Pyrénées
"Auchan,Auchan Gourmet",auchan|auchan gourmet,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Chocolat intense 32% cacao
"Auchan,Auchan Collection,Auchan Premium,Mmm,Mmm!",auchan|auchan collection|auchan premium|mmm,auchan,auchan collection,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Mousse au café sur ganache
"Auchan,Auchan Collection,Auchan Gourmet,Auchan Premium",auchan|auchan collection|auchan gourmet|auchan premium,auchan,auchan collection,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Mousse au chocolat noir aux oeufs
"Auchan,Auchan Bio,BIO",auchan|auchan bio|bio,auchan,auchan bio,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Dessert noir 52%
"Auchan,Auchan Bio",auchan|auchan bio,auchan,auchan bio,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,1,BIO Noir 70%
"Super U, U Saveurs, U",super u|u saveurs|u,super u,u saveurs,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Rochers glacés vanille coeur cara.b.salé - X8 104g
"Sunny Delight,Schweppes",sunny delight|schweppes,sunny delight,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,beverages,1,Florida
"Sunkist, Dr Pepper",sunkist|dr pepper,sunkist,Dr Pepper,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Grape Soda
Sunchips,sunchips,sunchips,sun chips,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,"Sweet & Spicy Bbq Flavored 100% Whole Grain Snacks, Sweet & Spicy Bbq"
Stouffer’s,stouffers,stouffers,Stouffer's,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,Cheesy broccoli with bacon
"Stornetta Farms,Clover",stornetta farms|clover,stornetta farms,clover,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,Grade AA Butter
"Stop and Shop,Giant",stop and shop|giant,stop and shop,giant,existing_company_brand_mapping_token_match,United States,US_CANADA,cereals,1,Old Fashioned Oats
"Stop & Shop,Ahold",stop and shop|ahold,stop and shop,ahold,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,New York Extra Sharp Cheddar Cheese
"Sting,Pepsi,PepsiCo,Suntory,Sting Energy",sting|pepsi|pepsico|suntory|sting energy,sting,Pepsi,top9_portfolio_token_match,India,US_CANADA,beverages,1,Sting Energy
"St Môret,Savencia",st moret|savencia,st moret,st môret,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,ST MORET Fromage à tartiner
St Môret,st moret,st moret,st môret,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,St Môret
St Môret,st moret,st moret,st môret,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,dairies,1,St Môret Léger 8% MG. bolv
St Môret,st moret,st moret,st môret,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,St Môret nature - format familial
St Morêt,st moret,st moret,st môret,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,Mousse ciboulette
St Moret,st moret,st moret,st môret,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Le coffret du Fromager
"Squashies,Drumstick,Swizzels",squashies|drumstick|swizzels,squashies,drumstick,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Squashies Rhubarb & Custard
TOBLERONE,toblerone,toblerone,Toblerone,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,
TOBLERONE,toblerone,toblerone,Toblerone,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,snacks,1,petit déjeuner miel et pépites de chocolat
THOMAS,thomas,thomas,thomas',existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Everything Bagel
"Auchan, Auchan Gourmet, Mmm!, Terroir",auchan|auchan gourmet|mmm|terroir,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Galettes Bretonnesspécialité de Pont-Aven
"Auchan, Auchan Gourmet, Mmm !, Terroir",auchan|auchan gourmet|mmm|terroir,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Crêpes dentelle au chocolat noir
"Auchan, Auchan Gourmet, Mmm !, Terroir",auchan|auchan gourmet|mmm|terroir,auchan,auchan gourmet,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,Cancoillotte à l'ailIndication Géographique Protégée
"Auchan, Auchan Gourmet, Mmm !",auchan|auchan gourmet|mmm,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,L'authentique burger
"Auchan, Auchan Gourmet, Mmm !",auchan|auchan gourmet|mmm,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Beurre de Baratte moulé doux
"Auchan, Auchan Gourmet, Mmm",auchan|auchan gourmet|mmm,auchan,auchan gourmet,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,"REGINA JAMBON, MOZZARELLA, CHAMPIGNONS, pâte fine et croustillante"
THOMAS,thomas,thomas,thomas',existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Part de Brioche Suisse Raisins
"Sélection Intermarché, Chabrior",selection intermarche|chabrior,selection intermarche,chabrior,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Mini pains au chocolat pur beurre x10
"Synder's Of Hanover, Snyder's of Hanover",synders of hanover|snyders of hanover,synders of hanover,snyder's of hanover,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Unsalted Mini Pretzels
