matched_top9_company_group,matched_top9_brand,matched_brand_key,candidate_orphan_brand,candidate_orphan_brand_key,current_company_owner,proposed_company_owner_candidates,query_category,primary_country,observed_market_region_codes,match_rule,product_count,example_product_names,example_off_brands_raw,example_barcodes,example_image_urls,suggested_action,review_decision,review_note,final_company_owner,apply_to_mapping,apply_to_mapping_bool,review_decision_clean,target_company_owner,target_normalized_brand,target_primary_brand_db,target_brand_key,target_company_key,product_count_num,applied_by_script
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,French Polynesia,US_CANADA,brand_prefix_concatenated_review,1,Reese's King SizeNutrageous Bar,Reese's,3465303,https://images.openfoodfacts.org/images/products/000/000/346/5303/front_en.12.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Spain,SOUTHERN_EUROPE|US_CANADA,brand_prefix_concatenated_review,1,"Milk chocolate thins peanut butter cups, milk chocolate",Reese's,34000433803,https://images.openfoodfacts.org/images/products/003/400/043/3803/front_es.3.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,reeses puffs,reeses puffs,Other / not mapped to a company,The Hershey Company,cereals,United States,US_CANADA,brand_prefix_concatenated_review,1,Reese's Puffs Bunnies,Reese's Puffs,16000127494,https://images.openfoodfacts.org/images/products/001/600/012/7494/front_en.4.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,reeses puffs,reeses puffs,the hershey company,1,True
Hershey,Reese's,reese s,reeses puffs,reeses puffs,Other / not mapped to a company,The Hershey Company,snacks,Canada,US_CANADA,brand_prefix_concatenated_review,1,Peanut Butter & Cocoa Cereal Bars,Reese's Puffs,65633277472,https://images.openfoodfacts.org/images/products/006/563/327/7472/front_en.20.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,reeses puffs,reeses puffs,the hershey company,1,True
Hershey,Reese's,reese s,reeses puffs,reeses puffs,Other / not mapped to a company,The Hershey Company,snacks,United States,US_CANADA,brand_prefix_concatenated_review,1,Reese's Puffs Treats,Reese's Puffs,16000146464,https://images.openfoodfacts.org/images/products/001/600/014/6464/front_en.14.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,reeses puffs,reeses puffs,the hershey company,1,True
Mondelez,Ritz,ritz,ritz bakery,ritz bakery,Other / not mapped to a company,Mondelez International,snacks,United Kingdom,UK_IE|US_CANADA,brand_prefix_with_separator,1,The Original Cracker,Ritz Bakery,5000137487908,https://images.openfoodfacts.org/images/products/500/013/748/7908/front_en.38.400.jpg,review_prefix_candidate,approve proposed,Ritz variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Ritz,ritz bakery,ritz bakery,mondelez international,1,True
Mondelez,Ritz,ritz,ritz crackers,ritz crackers,Other / not mapped to a company,Mondelez International,snacks,France,FRANCE,brand_prefix_with_separator,1,Crackers,Ritz Crackers,7622201685003,https://images.openfoodfacts.org/images/products/762/220/168/5003/front_fr.3.400.jpg,review_prefix_candidate,approve proposed,Ritz variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Ritz,ritz crackers,ritz crackers,mondelez international,1,True
Mondelez,Ritz,ritz,ritz crackers,ritz crackers,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Peanut Butter Cracker Sandwich,"Ritz Crackers,Nabisco,Mondelez International",44000024970,https://images.openfoodfacts.org/images/products/004/400/002/4970/front_en.7.400.jpg,review_prefix_candidate,approve proposed,Ritz variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Ritz,ritz crackers,ritz crackers,mondelez international,1,True
Mondelez,Ritz,ritz,ritzz,ritzz,Other / not mapped to a company,Mondelez International,snacks,France,FRANCE,brand_prefix_concatenated_review,1,Crackers touche fromage,RITZZ,7622201678500,https://images.openfoodfacts.org/images/products/762/220/167/8500/front_fr.3.400.jpg,review_prefix_candidate,approve proposed,Ritz variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Ritz,ritzz,ritzz,mondelez international,1,True
Nestlé,S.Pellegrino,s pellegrino,s pellegrino essenza,s pellegrino essenza,Other / not mapped to a company,Nestlé,beverages,Bolivia,US_CANADA,brand_prefix_with_separator,1,Tangerine & Wild Strawberry,S. Pellegrino Essenza,41508803007,https://images.openfoodfacts.org/images/products/004/150/880/3007/front_en.6.400.jpg,review_prefix_candidate,approve proposed,S.Pellegrino variant/company string.,Nestlé,True,True,approve proposed,Nestlé,S.Pellegrino,s pellegrino essenza,s pellegrino essenza,nestle,1,True
Nestlé,Sanpellegrino,sanpellegrino,sanpellegrino s p a,sanpellegrino s p a,Other / not mapped to a company,Nestlé,beverages,France,FRANCE,brand_prefix_with_separator,1,Naturali Pompelmo,Sanpellegrino S.P.A.,8002270706837,https://images.openfoodfacts.org/images/products/800/227/070/6837/front_fr.3.400.jpg,review_prefix_candidate,approve proposed,Sanpellegrino variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Sanpellegrino,sanpellegrino s p a,sanpellegrino s p a,nestle,1,True
PepsiCo,Schweppes,schweppes,Schweppes,schweppes,Other / not mapped to a company,Suntory Beverage & Food,beverages,France,FRANCE|US_CANADA,exact_brand_match,1,GINGER ALE,Schweppes,78000206401,https://images.openfoodfacts.org/images/products/007/800/020/6401/front_en.26.400.jpg,review_prefix_candidate,approve proposed,Schweppes is region-scoped; keep proposal for launch.,Suntory Beverage & Food,True,True,approve proposed,Suntory Beverage & Food,Schweppes,Schweppes,schweppes,suntory beverage and food,1,True
PepsiCo,Schweppes,schweppes,schweppesorangina schweppes,schweppesorangina schweppes,Other / not mapped to a company,Suntory Beverage & Food,beverages,France,FRANCE,brand_prefix_concatenated_review,1,"Schweppes agrumes aux saveurs d'orange,🍊de pamplemousse, de citron vert & de mandarine",SchweppesOrangina Schweppes,3124480186898,https://images.openfoodfacts.org/images/products/312/448/018/6898/front_fr.70.400.jpg,review_prefix_candidate,approve proposed,Schweppes is region-scoped; keep proposal for launch.,Suntory Beverage & Food,True,True,approve proposed,Suntory Beverage & Food,Schweppes,schweppesorangina schweppes,schweppesorangina schweppes,suntory beverage and food,1,True
Danone,Silk,silk,silk canada,silk canada,Other / not mapped to a company,Danone,beverages,Canada,US_CANADA|FRANCE,brand_prefix_with_separator,1,Original Almond Lactose & Dairy-free,Silk Canada,25293001008,https://images.openfoodfacts.org/images/products/002/529/300/1008/front_en.51.400.jpg,review_prefix_candidate,approve proposed,Silk variant/company string.,Danone,True,True,approve proposed,Danone,Silk,silk canada,silk canada,danone,1,True
Danone,Silk,silk,silk road,silk road,Other / not mapped to a company,Danone,snacks,France,FRANCE|SOUTHERN_EUROPE,brand_prefix_with_separator,1,Fortune Cookies (x12),Silk Road,5023826752200,https://images.openfoodfacts.org/images/products/502/382/675/2200/front_fr.13.400.jpg,review_prefix_candidate,approve proposed,Silk variant/company string.,Danone,True,True,approve proposed,Danone,Silk,silk road,silk road,danone,1,True
Danone,Silk,silk,silk tea,silk tea,Other / not mapped to a company,Danone,beverages,France,FRANCE,brand_prefix_with_separator,1,Tisane de mûrier du Laos,Silk Tea,4260281370063,https://images.openfoodfacts.org/images/products/426/028/137/0063/front_fr.4.400.jpg,review_prefix_candidate,approve proposed,Silk variant/company string.,Danone,True,True,approve proposed,Danone,Silk,silk tea,silk tea,danone,1,True
Danone,Silk,silk,silk ultra,silk ultra,Other / not mapped to a company,Danone,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Silk ultra unsweetened,Silk Ultra,36632074195,https://images.openfoodfacts.org/images/products/003/663/207/4195/front_en.7.400.jpg,review_prefix_candidate,approve proposed,Silk variant/company string.,Danone,True,True,approve proposed,Danone,Silk,silk ultra,silk ultra,danone,1,True
Nestlé,Smarties,smarties,smarties nestle,smarties nestle,Other / not mapped to a company,Nestle,snacks,France,FRANCE,brand_prefix_with_separator,1,Mini tablette,Smarties nestle,7613035857032,https://images.openfoodfacts.org/images/products/761/303/585/7032/front_fr.4.400.jpg,review_prefix_candidate,approve proposed,Smarties variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Smarties,smarties nestle,smarties nestle,nestle,1,True
PepsiCo,SodaStream,sodastream,sodastream classics,sodastream classics,Other / not mapped to a company,PepsiCo,beverages,Australia,FRANCE|DACH,brand_prefix_with_separator,1,SOD-CONCENTRE SAV ORANGE 440ML,sodastream classics,8718692615779,https://images.openfoodfacts.org/images/products/871/869/261/5779/front_fr.26.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,PepsiCo,True,True,approve proposed,PepsiCo,SodaStream,sodastream classics,sodastream classics,pepsico,1,True
PepsiCo,SodaStream,sodastream,sodastream classics sugar free,sodastream classics sugar free,Other / not mapped to a company,PepsiCo,beverages,United Kingdom,UK_IE,brand_prefix_with_separator,1,Red Berries,Sodastream Classics Sugar Free,7290113763036,https://images.openfoodfacts.org/images/products/729/011/376/3036/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,PepsiCo,True,True,approve proposed,PepsiCo,SodaStream,sodastream classics sugar free,sodastream classics sugar free,pepsico,1,True
PepsiCo,SodaStream,sodastream,sodastream industries ltd,sodastream industries ltd,Other / not mapped to a company,PepsiCo,beverages,United States,US_CANADA,brand_prefix_with_separator,1,"Naturally flavored diet orange drink mix, orange",Sodastream Industries Ltd.,811572023928,,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,PepsiCo,True,True,approve proposed,PepsiCo,SodaStream,sodastream industries ltd,sodastream industries ltd,pepsico,1,True
Coca-Cola,Sprite,sprite,sprite chill,sprite chill,Other / not mapped to a company,The Coca-Cola Company,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Chill,Sprite Chill,49000555646,https://images.openfoodfacts.org/images/products/004/900/055/5646/front_en.6.400.jpg,review_prefix_candidate,approve proposed,Sprite variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Sprite,sprite chill,sprite chill,the coca cola company,1,True
Coca-Cola,Sprite,sprite,sprite zero,sprite zero,Other / not mapped to a company,The Coca-Cola Company,beverages,Belgium,BENELUX|FRANCE|DACH,brand_prefix_with_separator,1,Sprite Zitrone-Limette ohne Zucker,"Sprite Zero, The Coca Cola CompanySprite",5000112562446,https://images.openfoodfacts.org/images/products/500/011/256/2446/front_de.26.400.jpg,review_prefix_candidate,approve proposed,Sprite variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Sprite,sprite zero,sprite zero,the coca cola company,1,True
Coca-Cola,Sprite,sprite,sprite zero,sprite zero,Other / not mapped to a company,The Coca-Cola Company,beverages,Brazil,FRANCE,brand_prefix_with_separator,1,Sprite Zero,Sprite Zero,7894900070019,https://images.openfoodfacts.org/images/products/789/490/007/0019/front_pt.5.400.jpg,review_prefix_candidate,approve proposed,Sprite variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Sprite,sprite zero,sprite zero,the coca cola company,1,True
Coca-Cola,Sprite,sprite,sprite zero,sprite zero,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE,brand_prefix_with_separator,1,Sprite sans sucre,Sprite Zero,5449000317698,https://images.openfoodfacts.org/images/products/544/900/031/7698/front_fr.11.400.jpg,review_prefix_candidate,approve proposed,Sprite variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Sprite,sprite zero,sprite zero,the coca cola company,1,True
Coca-Cola,Sprite,sprite,sprite zero,sprite zero,Other / not mapped to a company,The Coca-Cola Company,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Sprite Zero sugar Lemon-Lime,Sprite Zero,49000050172,https://images.openfoodfacts.org/images/products/004/900/005/0172/front_en.6.400.jpg,review_prefix_candidate,approve proposed,Sprite variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Sprite,sprite zero,sprite zero,the coca cola company,1,True
Nestlé,Stouffer's,stouffer s,Stouffer's,stouffers,Other / not mapped to a company,Nestle,dairies,United States,US_CANADA,brand_prefix_concatenated_review,1,Cheesy broccoli with bacon,Stouffer’s,13800886439,https://images.openfoodfacts.org/images/products/001/380/088/6439/front_en.4.400.jpg,review_prefix_candidate,approve proposed,Stouffer's exact brand match.,Nestlé,True,True,approve proposed,Nestlé,Stouffer's,Stouffer's,stouffers,nestle,1,True
Mondelez,Swedish Fish,swedish fish,swedish fish brand,swedish fish brand,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Mini soft & chewy candy,Swedish Fish Brand,70462500103,https://images.openfoodfacts.org/images/products/007/046/250/0103/front_en.5.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Mondelēz International,True,True,approve proposed,Mondelēz International,Swedish Fish,swedish fish brand,swedish fish brand,mondelez international,1,True
Mondelez,Triscuit,triscuit,triscuit minis,triscuit minis,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_with_separator,1,original,triscuit minis,44000051686,https://images.openfoodfacts.org/images/products/004/400/005/1686/front_en.4.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Mondelēz International,True,True,approve proposed,Mondelēz International,Triscuit,triscuit minis,triscuit minis,mondelez international,1,True
Coca-Cola,Tropico,tropico,tropicoco,tropicoco,Other / not mapped to a company,The Coca-Cola Company,beverages,Belgium,BENELUX|FRANCE,brand_prefix_concatenated_review,1,Coconut Water,TROPICOCO,8712857978013,https://images.openfoodfacts.org/images/products/871/285/797/8013/front_fr.54.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Tropico,tropicoco,tropicoco,the coca cola company,1,True
Danone,Volvic,volvic,volvic infusion bio,volvic infusion bio,Other / not mapped to a company,Danone,beverages,France,FRANCE,brand_prefix_with_separator,1,Thé blanc saveur rhubarbe & Airelle,Volvic infusion bio,3057640509148,https://images.openfoodfacts.org/images/products/305/764/050/9148/front_fr.29.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Danone,True,True,approve proposed,Danone,Volvic,volvic infusion bio,volvic infusion bio,danone,1,True
Danone,Volvic,volvic,volvic juicy,volvic juicy,Other / not mapped to a company,Danone,beverages,France,FRANCE|DACH,brand_prefix_with_separator,1,Multifrucht,Volvic Juicy,3057640592478,https://images.openfoodfacts.org/images/products/305/764/059/2478/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Danone,True,True,approve proposed,Danone,Volvic,volvic juicy,volvic juicy,danone,1,True
Danone,Volvic,volvic,volvic vitamin,volvic vitamin,Other / not mapped to a company,Danone,beverages,France,FRANCE|DACH,brand_prefix_with_separator,1,Awake,Volvic Vitamin +,3057640598333,https://images.openfoodfacts.org/images/products/305/764/059/8333/front_de.31.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Danone,True,True,approve proposed,Danone,Volvic,volvic vitamin,volvic vitamin,danone,1,True
